id,name,type,parentId
150500,Tong Liao Shi,3,150000
150600,E Er Duo Si Shi,3,150000
150700,Hu Lun Bei Er Shi,3,150000
150800,Ba Yan Nao Er Shi,3,150000
150900,Wu Lan Cha Bu Shi,3,150000
152200,Xing An Meng,3,150000
152500,Xi Lin Guo Lei Meng,3,150000
152900,A La Shan Meng,3,150000
210100,Shen Yang Shi,3,210000
210200,Da Lian Shi,3,210000
210300,An Shan Shi,3,210000
210400,Fu Shun Shi,3,210000
210500,Ben Xi Shi,3,210000
210600,Dan Dong Shi,3,210000
210700,Jin Zhou Shi,3,210000
210800,Ying Kou Shi,3,210000
210900,Fu Xin Shi,3,210000
211000,Liao Yang Shi,3,210000
211100,Pan Jin Shi,3,210000
211200,Tie Ling Shi,3,210000
211300,Zhao Yang Shi,3,210000
211400,Hu Lu Dao Shi,3,210000
220100,Chang Chun Shi,3,220000
220200,Ji Lin Shi,3,220000
220300,Si Ping Shi,3,220000
220400,Liao Yuan Shi,3,220000
220500,Tong Hua Shi,3,220000
220600,Bai Shan Shi,3,220000
220700,Song Yuan Shi,3,220000
220800,Baicity,3,220000
222400,Yan BianNorth KoreaZu Zi Zhi Zhou,3,220000
230100,Ha Er Bin Shi,3,230000
230200,Qi Qi Ha Er Shi,3,230000
230300,Ji Xi Shi,3,230000
230400,He Gang Shi,3,230000
230500,Shuang Ya Shan Shi,3,230000
230600,Da Qing Shi,3,230000
230700,Yi Chun Shi,3,230000
230800,Jia Mu Si Shi,3,230000
230900,Qi Tai He Shi,3,230000
231000,Mu Dan Jiang Shi,3,230000
231100,Hei He Shi,3,230000
231200,Sui Hua Shi,3,230000
232700,Da Xing An Lingarea,3,230000
310100,Shang Hai Shi,3,310000
320100,Nan Jing Shi,3,320000
320200,Wu Xi Shi,3,320000
320300,Xu Zhou Shi,3,320000
320400,Chang Zhou Shi,3,320000
320500,Su Zhou Shi,3,320000
320600,Nan Tong Shi,3,320000
320700,Lian Yun Gang Shi,3,320000
320800,Huai An Shi,3,320000
320900,Yancity,3,320000
321000,Yang Zhou Shi,3,320000
321100,Zhen Jiang Shi,3,320000
321200,Tai Zhou Shi,3,320000
321300,Su Qian Shi,3,320000
330100,Hang Zhou Shi,3,330000
330200,Ning Bo Shi,3,330000
330300,Wen Zhou Shi,3,330000
330400,Jia Xing Shi,3,330000
330500,Hu Zhou Shi,3,330000
330600,Shao Xing Shi,3,330000
330700,Jin Hua Shi,3,330000
330800,Qu Zhou Shi,3,330000
330900,Zhou Shan Shi,3,330000
331000,Tai Zhou Shi,3,330000
331100,Li Shui Shi,3,330000
340100,He Fei Shi,3,340000
340200,Wu Hu Shi,3,340000
340300,Beng Bu Shi,3,340000
340400,Huai Nan Shi,3,340000
340500,Ma An Shan Shi,3,340000
340600,Huai Bei Shi,3,340000
340700,Tong Ling Shi,3,340000
340800,An Qing Shi,3,340000
341000,Huang Shan Shi,3,340000
341100,Chu Zhou Shi,3,340000
341200,Fu Yang Shi,3,340000
341300,Su Zhou Shi,3,340000
341500,Lu An Shi,3,340000
341600,Bo Zhou Shi,3,340000
341700,Chi Zhou Shi,3,340000
341800,Xuancity,3,340000
350100,Fu Zhou Shi,3,350000
350200,Xia Men Shi,3,350000
350300,Pu Tian Shi,3,350000
350400,San Ming Shi,3,350000
350500,Quan Zhou Shi,3,350000
350600,Zhang Zhou Shi,3,350000
350700,Nan Ping Shi,3,350000
350800,Long Yan Shi,3,350000
350900,Ning De Shi,3,350000
360100,Nan Chang Shi,3,360000
360200,Jing De Zhen Shi,3,360000
360300,Ping Xiang Shi,3,360000
360400,Jiu Jiang Shi,3,360000
360500,Xin Yu Shi,3,360000
360600,Ying Tan Shi,3,360000
360700,Gan Zhou Shi,3,360000
360800,Ji An Shi,3,360000
360900,Yi Chun Shi,3,360000
361000,Fu Zhou Shi,3,360000
361100,Shang Rao Shi,3,360000
370100,Ji Nan Shi,3,370000
370200,Qing Dao Shi,3,370000
370300,Zi Bo Shi,3,370000
370400,Zao Zhuang Shi,3,370000
370500,Dong Ying Shi,3,370000
370600,Yan Tai Shi,3,370000
370700,Wei Fang Shi,3,370000
370800,Ji Ning Shi,3,370000
370900,Tai An Shi,3,370000
371000,Wei Hai Shi,3,370000
371100,dayZhao Shi,3,370000
371300,Lin Yi Shi,3,370000
371400,De Zhou Shi,3,370000
371500,Liaocity,3,370000
371600,Bin Zhou Shi,3,370000
371700,He Ze Shi,3,370000
410100,Zheng Zhou Shi,3,410000
410200,Kai Feng Shi,3,410000
410300,Luo Yang Shi,3,410000
410400,Ping Ding Shan Shi,3,410000
410500,An Yang Shi,3,410000
410600,He Bi Shi,3,410000
410700,Xin Xiang Shi,3,410000
410800,Jiao Zuo Shi,3,410000
410900,Pu Yang Shi,3,410000
411000,Xu Chang Shi,3,410000
411100,Ta He Shi,3,410000
411200,San Men Xia Shi,3,410000
411300,Nan Yang Shi,3,410000
411400,Shang Qiu Shi,3,410000
411500,Xin Yang Shi,3,410000
411600,weekKou Shi,3,410000
411700,Zhu Ma Dian Shi,3,410000
419000,Sheng Zhi Xia Xian Ji Xing Zheng Qu Hua,3,410000
420100,Wu Han Shi,3,420000
420200,Huang Shi Shi,3,420000
420300,Shi Yan Shi,3,420000
420500,Yi Chang Shi,3,420000
420600,Xiang Yang Shi,3,420000
420700,E Zhou Shi,3,420000
420800,Jing Men Shi,3,420000
420900,Xiao Gan Shi,3,420000
421000,Jing Zhou Shi,3,420000
421100,Huang Gang Shi,3,420000
421200,Xian Ning Shi,3,420000
421300,Sui Zhou Shi,3,420000
422800,En Shi Tu Jia Zu Miao Zu Zi Zhi Zhou,3,420000
429000,Sheng Zhi Xia Xian Ji Xing Zheng Qu Hua,3,420000
430100,Chang Sha Shi,3,430000
430200,Zhu Zhou Shi,3,430000
430300,Xiang Tan Shi,3,430000
430400,Heng Yang Shi,3,430000
430500,Shao Yang Shi,3,430000
430600,Yue Yang Shi,3,430000
430700,Chang De Shi,3,430000
430800,Zhang Jia Jie Shi,3,430000
430900,Yi Yang Shi,3,430000
431000,Chen Zhou Shi,3,430000
431100,Yong Zhou Shi,3,430000
431200,Huai Hua Shi,3,430000
431300,Lou Di Shi,3,430000
433100,Xiang Xi Tu Jia Zu Miao Zu Zi Zhi Zhou,3,430000
440100,Guang Zhou Shi,3,440000
440200,Shao Guan Shi,3,440000
440300,Shen Zhen Shi,3,440000
440400,Zhu Hai Shi,3,440000
440500,Shan Tou Shi,3,440000
440600,Fo Shan Shi,3,440000
440700,Jiang Men Shi,3,440000
440800,Zhan Jiang Shi,3,440000
440900,Mao Ming Shi,3,440000
441200,Zhao Qing Shi,3,440000
441300,Hui Zhou Shi,3,440000
441400,Mei Zhou Shi,3,440000
441500,Shan Wei Shi,3,440000
441600,He Yuan Shi,3,440000
441700,Yang Jiang Shi,3,440000
441800,Qing Yuan Shi,3,440000
441900,Dong Guan Shi,3,440000
441901,Guan Cheng Qu,4,441900
441902,Nan Cheng Qu,4,441900
441904,Wan Jiang Qu,4,441900
441905,Shi Jie Zhen,4,441900
441906,Shi Long Zhen,4,441900
441907,Cha Shan Zhen,4,441900
441908,Shi Pai Zhen,4,441900
441909,Qi Shi Zhen,4,441900
441910,Heng Li Zhen,4,441900
441911,Qiao Tou Zhen,4,441900
441912,Xie Gang Zhen,4,441900
441913,Dong Keng Zhen,4,441900
441914,Chang Ping Zhen,4,441900
441915,Liao Bu Zhen,4,441900
441916,Da Lang Zhen,4,441900
441917,Ma Yong Zhen,4,441900
441918,Zhong Tang Zhen,4,441900
441919,Gao Bu Zhen,4,441900
441920,Zhang Mu Tou Zhen,4,441900
441921,Da Ling Shan Zhen,4,441900
441922,Wang Niu Dun Zhen,4,441900
441923,Huang Jiang Zhen,4,441900
441924,Hong Mei Zhen,4,441900
441925,Qing Xi Zhen,4,441900
441926,Sha Tian Zhen,4,441900
441927,Dao Jiao Zhen,4,441900
441928,Tang Sha Zhen,4,441900
441929,Hu Men Zhen,4,441900
441930,Hou Jie Zhen,4,441900
441931,Feng Gang Zhen,4,441900
441932,Chang An Zhen,4,441900
442000,Zhong Shan Shi,3,440000
442001,Shi Qi Jie Dao,4,442000
442002,Dong Qu Jie Dao,4,442000
442003,Zhong Shan Gang Jie Dao,4,442000
442004,Xi Qu Jie Dao,4,442000
442005,Nan Qu Jie Dao,4,442000
442006,Wu Gui Shan Jie Dao,4,442000
442007,Min Zhong Jie Dao,4,442000
442008,Nan Lang Jie Dao,4,442000
442009,Huang Pu Zhen,4,442000
442010,Dong Feng Zhen,4,442000
442011,Gu Zhen Zhen,4,442000
442012,Sha Xi Zhen,4,442000
442013,Tan Zhou Zhen,4,442000
442014,Gang Kou Zhen,4,442000
442015,San Jiao Zhen,4,442000
442016,Heng Lan Zhen,4,442000
442017,Nan Tou Zhen,4,442000
442018,Fu Sha Zhen,4,442000
442019,San Xiang Zhen,4,442000
442020,Ban Fu Zhen,4,442000
442021,Da Yong Zhen,4,442000
442022,Shen Wan Zhen,4,442000
442023,Xiao Lan Zhen,4,442000
445100,Chao Zhou Shi,3,440000
445200,Jie Yang Shi,3,440000
445300,Yun Fu Shi,3,440000
450100,Nan Ning Shi,3,450000
450200,Liu Zhou Shi,3,450000
450300,Gui Lin Shi,3,450000
450400,Wu Zhou Shi,3,450000
450500,Bei Hai Shi,3,450000
450600,Fang Cheng Gang Shi,3,450000
450700,Qin Zhou Shi,3,450000
450800,Gui Gang Shi,3,450000
450900,Yu Lin Shi,3,450000
451000,Bai Se Shi,3,450000
451100,He Zhou Shi,3,450000
451200,He Chi Shi,3,450000
451300,Lai Bin Shi,3,450000
451400,Chong Zuo Shi,3,450000
460100,Hai Kou Shi,3,460000
460200,San Ya Shi,3,460000
460300,San Sha Shi,3,460000
460400,Dan Zhou Shi,3,460000
469000,Sheng Zhi Xia Xian Ji Xing Zheng Qu Hua,3,460000
500100,Chong Qing Shi,3,500000
510100,Cheng Du Shi,3,510000
510300,Zi Gong Shi,3,510000
510400,Pan Zhi Hua Shi,3,510000
510500,Lu Zhou Shi,3,510000
510600,De Yang Shi,3,510000
510700,Mian Yang Shi,3,510000
510800,Guang Yuan Shi,3,510000
510900,Sui Ning Shi,3,510000
511000,Nei Jiang Shi,3,510000
511100,Le Shan Shi,3,510000
511300,Nan Chong Shi,3,510000
511400,Mei Shan Shi,3,510000
511500,Yi Bin Shi,3,510000
511600,Guang An Shi,3,510000
511700,Da Zhou Shi,3,510000
511800,Ya An Shi,3,510000
511900,Ba Zhong Shi,3,510000
512000,Zi Yang Shi,3,510000
513200,A Ba Zang Zu Qiang Zu Zi Zhi Zhou,3,510000
513300,Gan Zi Zang Zu Zi Zhi Zhou,3,510000
513400,Liang Shan Yi Zu Zi Zhi Zhou,3,510000
520100,Gui Yang Shi,3,520000
520200,Liu Pan Shui Shi,3,520000
520300,Zun Yi Shi,3,520000
520400,An Shun Shi,3,520000
520500,Bi Jie Shi,3,520000
520600,Tong Ren Shi,3,520000
522300,Qian Xi Nan Bu Yi Zu Miao Zu Zi Zhi Zhou,3,520000
522600,Qian Dong Nan Miao Zu Dong Zu Zi Zhi Zhou,3,520000
522700,Qian Nan Bu Yi Zu Miao Zu Zi Zhi Zhou,3,520000
530100,Kun Ming Shi,3,530000
530300,Qu Jing Shi,3,530000
530400,Yu Xi Shi,3,530000
530500,Bao Shan Shi,3,530000
530600,Zhao Tong Shi,3,530000
530700,Li Jiang Shi,3,530000
530800,Pu Er Shi,3,530000
530900,Lin Cang Shi,3,530000
532300,Chu Xiong Yi Zu Zi Zhi Zhou,3,530000
532500,Hong He Ha Ni Zu Yi Zu Zi Zhi Zhou,3,530000
532600,Wen Shan Zhuang Zu Miao Zu Zi Zhi Zhou,3,530000
532800,Xi Shuang Ban Na Dai Zu Zi Zhi Zhou,3,530000
532900,Da Li Bai Zu Zi Zhi Zhou,3,530000
533100,De Hong Dai Zu Jing Po Zu Zi Zhi Zhou,3,530000
533300,Nu Jiang Li Su Zu Zi Zhi Zhou,3,530000
533400,Di Qing Zang Zu Zi Zhi Zhou,3,530000
540100,La Sa Shi,3,540000
540200,dayKa Ze Shi,3,540000
540300,Chang Du Shi,3,540000
540400,Lin Zhi Shi,3,540000
540500,Shan Nan Shi,3,540000
540600,Na Qu Shi,3,540000
542500,A Liarea,3,540000
610100,Xi An Shi,3,610000
610200,Tong Chuan Shi,3,610000
610300,Bao Ji Shi,3,610000
610400,Xian Yang Shi,3,610000
610500,Wei Nan Shi,3,610000
610600,Yan An Shi,3,610000
610700,Han Zhong Shi,3,610000
610800,Yu Lin Shi,3,610000
610900,An Kang Shi,3,610000
611000,Shang Luo Shi,3,610000
620100,Lan Zhou Shi,3,620000
620200,Jia Yu Guan Shi,3,620000
620300,Jin Chang Shi,3,620000
620400,Bai Yin Shi,3,620000
620500,Tian Shui Shi,3,620000
620600,Wu Wei Shi,3,620000
620700,Zhang Ye Shi,3,620000
620800,Ping Liang Shi,3,620000
620900,Jiu Quan Shi,3,620000
621000,Qing Yang Shi,3,620000
621100,Ding Xi Shi,3,620000
621200,Long Nan Shi,3,620000
622900,Lin Xia Hui Zu Zi Zhi Zhou,3,620000
623000,Gan Nan Zang Zu Zi Zhi Zhou,3,620000
630100,Xi Ning Shi,3,630000
630200,Hai Dong Shi,3,630000
632200,Hai Bei Zang Zu Zi Zhi Zhou,3,630000
632300,Huang Nan Zang Zu Zi Zhi Zhou,3,630000
632500,Hai Nan Zang Zu Zi Zhi Zhou,3,630000
632600,Guo Luo Zang Zu Zi Zhi Zhou,3,630000
632700,Yu Shu Zang Zu Zi Zhi Zhou,3,630000
632800,Hai XiMongoliaZu Zang Zu Zi Zhi Zhou,3,630000
640100,Yin Chuan Shi,3,640000
640200,Shi Zui Shan Shi,3,640000
640300,Wu Zhong Shi,3,640000
640400,Gu Yuan Shi,3,640000
640500,Zhong Wei Shi,3,640000
650100,Wu Lu Mu Qi Shi,3,650000
650200,Ke La Ma Yi Shi,3,650000
650400,Tu Lu Fan Shi,3,650000
650500,Ha Mi Shi,3,650000
652300,Chang Ji Hui Zu Zi Zhi Zhou,3,650000
652700,Bo Er Ta LaMongoliaZi Zhi Zhou,3,650000
652800,Ba Yin Guo LengMongoliaZi Zhi Zhou,3,650000
652900,A Ke Suarea,3,650000
653000,Ke Zi Lei Su Ke Er Ke Zi Zi Zhi Zhou,3,650000
653100,Ka Shiarea,3,650000
653200,He Tianarea,3,650000
654000,Yi Li Ha Sa Ke Zi Zhi Zhou,3,650000
654200,Ta Chengarea,3,650000
654300,A Lei Taiarea,3,650000
659000,Zi Zhi Qu Zhi Xia Xian Ji Xing Zheng Qu Hua,3,650000
110101,Dong Cheng Qu,4,110100
110102,Xi Cheng Qu,4,110100
110105,Chao Yang Qu,4,110100
110106,Feng Tai Qu,4,110100
110107,Shi Jing Shan Qu,4,110100
110108,Hai Dian Qu,4,110100
110109,Men Tou Gou Qu,4,110100
110111,Fang Shan Qu,4,110100
110112,Tong Zhou Qu,4,110100
110113,Shun Yi Qu,4,110100
110114,Chang Ping Qu,4,110100
110115,Da Xing Qu,4,110100
110116,Huai Rou Qu,4,110100
110117,Ping Gu Qu,4,110100
110118,Mi Yun Qu,4,110100
110119,Yan Qing Qu,4,110100
120101,He Ping Qu,4,120100
120102,He Dong Qu,4,120100
120103,He Xi Qu,4,120100
120104,Nan Kai Qu,4,120100
120105,He Bei Qu,4,120100
120106,Hong Qiao Qu,4,120100
120110,Dong Li Qu,4,120100
120111,Xi Qing Qu,4,120100
120112,Jin Nan Qu,4,120100
120113,Bei Chen Qu,4,120100
120114,Wu Qing Qu,4,120100
120115,Bao Di Qu,4,120100
120116,Bin Hai Xin Qu,4,120100
120117,Ning He Qu,4,120100
120118,Jing Hai Qu,4,120100
120119,Ji Zhou Qu,4,120100
130102,Chang An Qu,4,130100
130104,Qiao Xi Qu,4,130100
130105,Xin Hua Qu,4,130100
130107,Jing Xing Kuang Qu,4,130100
130108,Yu Hua Qu,4,130100
130109,Gao Cheng Qu,4,130100
130110,Lu Quan Qu,4,130100
130111,Luan Cheng Qu,4,130100
130121,Jing Xing Xian,4,130100
130123,Zheng Ding Xian,4,130100
130125,Xing Tang Xian,4,130100
130126,Ling Shou Xian,4,130100
130127,Gao Yi Xian,4,130100
130128,Shen Ze Xian,4,130100
130129,Zan Huang Xian,4,130100
130130,Wu Ji Xian,4,130100
130131,Ping Shan Xian,4,130100
130132,Yuan Shi Xian,4,130100
130133,Zhao Xian,4,130100
130171,Shi Jia Zhuang Gao Xin Ji Shu Chan Ye Kai Fa Qu,4,130100
130172,Shi Jia Zhuang Xun Huan Hua Gong Yuan Qu,4,130100
130181,Xin Ji Shi,4,130100
130183,Jin Zhou Shi,4,130100
130184,Xin Le Shi,4,130100
130202,Lu Nan Qu,4,130200
130203,Lu Bei Qu,4,130200
130204,Gu Ye Qu,4,130200
130205,Kai Ping Qu,4,130200
130207,Feng Nan Qu,4,130200
130208,Feng Run Qu,4,130200
130209,Cao Fei Dian Qu,4,130200
130224,Luan Nan Xian,4,130200
130225,Lao Ting Xian,4,130200
130227,Qian Xi Xian,4,130200
130229,Yu Tian Xian,4,130200
130271,He Bei Tang Shan Lu Tai Jing Ji Kai Fa Qu,4,130200
130272,Tang Shan Shi Han Gu Guan Li Qu,4,130200
130273,Tang Shan Gao Xin Ji Shu Chan Ye Kai Fa Qu,4,130200
130274,He Bei Tang Shan Hai Gang Jing Ji Kai Fa Qu,4,130200
130281,Zun Hua Shi,4,130200
130283,Qian An Shi,4,130200
130284,Luan Zhou Shi,4,130200
130302,Hai Gang Qu,4,130300
130303,Shan Hai Guan Qu,4,130300
130304,Bei Dai He Qu,4,130300
130306,Fu Ning Qu,4,130300
130321,Qing Long Man Zu Zi Zhi Xian,4,130300
130322,Chang Li Xian,4,130300
130324,Lu Long Xian,4,130300
130371,Qin Huang Dao Shi Jing Ji Ji Shu Kai Fa Qu,4,130300
130372,Bei Dai He Xin Qu,4,130300
130402,Han Shan Qu,4,130400
130403,Cong Tai Qu,4,130400
130404,Fu Xing Qu,4,130400
130406,Feng Feng Kuang Qu,4,130400
130407,Fei Xiang Qu,4,130400
130408,YongyearQu,4,130400
130423,Lin Zhang Xian,4,130400
130424,Cheng An Xian,4,130400
130425,Da Ming Xian,4,130400
130426,She Xian,4,130400
130427,Ci Xian,4,130400
130430,Qiu Xian,4,130400
130431,Ji Ze Xian,4,130400
130432,Guang Ping Xian,4,130400
130433,Guan Tao Xian,4,130400
130434,Wei Xian,4,130400
130435,QuweekXian,4,130400
130471,Han Dan Jing Ji Ji Shu Kai Fa Qu,4,130400
130473,Han Dan Ji Nan Xin Qu,4,130400
130481,Wu An Shi,4,130400
130502,Xiang Dou Qu,4,130500
130503,Xin Dou Qu,4,130500
130505,Ren Ze Qu,4,130500
